hours,dist,yday,time,temp,elev,natdiv2500,natdiv1000,natdiv500,natdiv1000new,natdiv500new,sqrt.popd2500,sqrt.popd1000,sqrt.popd500,popd1000new,popd500new,poc2500,poc1000,poc500,poc1000new,poc500new,income.med2500diff,income.med1000diff,income.med500diff,income.med1000diffnew,income.med500diffnew,yrbuilt2500,yrbuilt1000,yrbuilt500,yrbuilt1000new,yrbuilt500new,link,link.se,pred,lcl,ucl,var,value
1.4,-0.2,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.415516972,0.028534747,30.4326782,28.74452969,32.21997063,dist,0.478472995
1.4,-0.15,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.421458325,0.028522241,30.61402769,28.91654268,32.41116,dist,0.503774815
1.4,-0.1,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42692892,0.028506232,30.78196356,29.07609784,32.58791073,dist,0.529076635
1.4,-0.05,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.431928756,0.028485383,30.93625372,29.22305608,32.74988735,dist,0.554378456
1.4,0,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.436457833,0.028458937,31.07668417,29.35726247,32.89681047,dist,0.579680276
1.4,0.05,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.440516151,0.02842671,31.20305952,29.47854563,33.02845857,dist,0.604982096
1.4,0.1,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.444103711,0.028389097,31.3152034,29.58671717,33.14466955,dist,0.630283917
1.4,0.15,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.447220512,0.028347078,31.41295892,29.68157122,33.24534206,dist,0.655585737
1.4,0.2,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.449866554,0.028302219,31.496189,29.76288407,33.33043663,dist,0.680887558
1.4,0.25,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.452041838,0.028256681,31.56477671,29.83041399,33.39997658,dist,0.706189378
1.4,0.3,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.453746363,0.028213224,31.61862553,29.88390123,33.45404848,dist,0.731491198
1.4,0.35,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.454980129,0.028175214,31.65765959,29.92306838,33.49280222,dist,0.756793019
1.4,0.4,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.455743136,0.02814662,31.68182383,29.94762119,33.51645045,dist,0.782094839
