hours,dist,yday,time,temp,elev,natdiv2500,natdiv1000,natdiv500,natdiv1000new,natdiv500new,sqrt.popd2500,sqrt.popd1000,sqrt.popd500,popd1000new,popd500new,poc2500,poc1000,poc500,poc1000new,poc500new,income.med2500diff,income.med1000diff,income.med500diff,income.med1000diffnew,income.med500diffnew,yrbuilt2500,yrbuilt1000,yrbuilt500,yrbuilt1000new,yrbuilt500new,link,link.se,pred,lcl,ucl,var,value
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,3.446064046,0.02781062,31.37665189,29.67909144,33.17130802,income,-1.80577904
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.2,-0.2,0,0,0,0,0,0,0,3.448506538,0.027781448,31.45338279,29.7534069,33.25048766,income,0.847754055
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15,-0.15,-0.15,0,0,0,0,0,0,0,3.450724918,0.027808014,31.5232358,29.81790017,33.32610242,income,3.501287149
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,-0.1,-0.1,0,0,0,0,0,0,0,3.452719186,0.027880773,31.5861643,29.87307699,33.3974895,income,6.154820243
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,-0.05,-0.05,0,0,0,0,0,0,0,3.454489341,0.027991221,31.64212623,29.91939404,33.46405182,income,8.808353338
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.456035384,0.028132009,31.69108415,29.95725004,33.52526728,income,11.46188643
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0,0,0,0,0,0,0,3.457357315,0.028297014,31.73300527,29.98697998,33.58069483,income,14.11541953
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0,3.458455133,0.028481367,31.76786147,30.00885185,33.62997784,income,16.76895262
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0,0,0,0,0,0,0,3.459328839,0.028681453,31.79562937,30.02306541,33.67284563,income,19.42248571
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0,3.459978433,0.028894897,31.81629032,30.02975247,33.70911334,income,22.07601881
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0,0,0,0,3.460403914,0.029120531,31.82983043,30.0289781,33.73868075,income,24.7295519
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,3.460605283,0.029358358,31.83624062,30.02074274,33.76153033,income,27.383085
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.35,0.35,0,0,0,0,0,0,0,3.460582539,0.029609504,31.83551656,30.00498489,33.77772455,income,30.03661809
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0,0,0,0,0,0,0,3.460335684,0.029876173,31.82765874,29.98158431,33.78740265,income,32.69015119
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.45,0.45,0,0,0,0,0,0,0,3.459864715,0.030161587,31.81267246,29.95036591,33.79077678,income,35.34368428
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,3.459169635,0.030469923,31.79056777,29.91110418,33.78812742,income,37.99721738
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.55,0.55,0,0,0,0,0,0,0,3.458250442,0.030806244,31.76135954,29.86352855,33.77979792,income,40.65075047
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.6,0,0,0,0,0,0,0,3.457107137,0.031176407,31.72506736,29.80732958,33.76618815,income,43.30428356
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.65,0.65,0,0,0,0,0,0,0,3.455739719,0.03158697,31.68171559,29.74216631,33.74774697,income,45.95781666
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0,0,0,0,0,0,0,3.454148189,0.032045066,31.63133329,29.66767462,33.72496358,income,48.61134975
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.75,0.75,0,0,0,0,0,0,0,3.452332547,0.03255828,31.57395421,29.58347675,33.69835781,income,51.26488285
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,3.450292792,0.033134489,31.50961673,29.48919174,33.66846929,income,53.91841594
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.85,0.85,0,0,0,0,0,0,0,3.448028925,0.03378171,31.43836384,29.38444652,33.63584609,income,56.57194904
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0.9,0,0,0,0,0,0,0,3.445540946,0.03450793,31.36024306,29.2688873,33.60103288,income,59.22548213
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.95,0.95,0,0,0,0,0,0,0,3.442828854,0.035320938,31.27530643,29.14219076,33.56455939,income,61.87901522
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3.43989265,0.036228166,31.18361044,29.00407443,33.52692955,income,64.53254832
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,3.436732334,0.037236552,31.08521592,28.85430579,33.48861193,income,67.18608141
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1.1,1.1,0,0,0,0,0,0,0,3.433347905,0.038352418,30.98018806,28.69270958,33.45003194,income,69.83961451
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,1.15,1.15,0,0,0,0,0,0,0,3.429739364,0.039581384,30.86859624,28.51917295,33.41156615,income,72.4931476
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,1.2,0,0,0,0,0,0,0,3.425906711,0.040928312,30.75051403,28.33364837,33.37353881,income,75.1466807
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,1.25,1.25,0,0,0,0,0,0,0,3.421849945,0.042397285,30.62601909,28.13615416,33.33622073,income,77.80021379
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1.3,1.3,0,0,0,0,0,0,0,3.417569067,0.043991615,30.49519306,27.92677305,33.29983017,income,80.45374688
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,1.35,1.35,0,0,0,0,0,0,0,3.413064076,0.045713876,30.35812149,27.7056489,33.26453547,income,83.10727998
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1.4,1.4,0,0,0,0,0,0,0,3.408334973,0.047565961,30.21489375,27.47298204,33.23045903,income,85.76081307
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,1.45,1.45,0,0,0,0,0,0,0,3.403381758,0.049549151,30.06560292,27.2290238,33.19768221,income,88.41434617
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5,1.5,0,0,0,0,0,0,0,3.398204431,0.051664192,29.9103457,26.97407035,33.16625071,income,91.06787926
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,1.55,1.55,0,0,0,0,0,0,0,3.392802991,0.053911374,29.74922231,26.70845663,33.13618005,income,93.72141236
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,1.6,1.6,0,0,0,0,0,0,0,3.387177438,0.056290613,29.58233635,26.43255018,33.107461,income,96.37494545
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,1.65,1.65,0,0,0,0,0,0,0,3.381327774,0.058801522,29.40979476,26.14674553,33.08006446,income,99.02847854
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,1.7,1.7,0,0,0,0,0,0,0,3.375253997,0.061443479,29.2317076,25.85145895,33.05394605,income,101.6820116
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,1.75,1.75,0,0,0,0,0,0,0,3.368956108,0.064215685,29.04818804,25.54712379,33.02904998,income,104.3355447
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,1.8,1.8,0,0,0,0,0,0,0,3.362434106,0.067117213,28.85935217,25.23418645,33.00531243,income,106.9890778
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,1.85,1.85,0,0,0,0,0,0,0,3.355687992,0.070147054,28.66531891,24.91310285,32.98266432,income,109.6426109
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,1.9,1.9,0,0,0,0,0,0,0,3.348717766,0.073304149,28.46620988,24.58433541,32.96103357,income,112.296144
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95,1.95,1.95,0,0,0,0,0,0,0,3.341523427,0.076587415,28.26214924,24.24835056,32.94034692,income,114.9496771
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,3.334104976,0.07999577,28.05326363,23.90561662,32.92053131,income,117.6032102
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,2.05,2.05,0,0,0,0,0,0,0,3.326462412,0.083528146,27.83968198,23.55660198,32.90151498,income,120.2567433
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,2.1,2.1,0,0,0,0,0,0,0,3.318595737,0.087183505,27.6215354,23.20177366,32.88322819,income,122.9102764
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,2.15,2.15,0,0,0,0,0,0,0,3.310504948,0.090960843,27.39895704,22.84159605,32.86560384,income,125.5638095
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,2.2,0,0,0,0,0,0,0,3.302190048,0.094859201,27.17208197,22.47652983,32.84857779,income,128.2173426
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,2.25,2.25,0,0,0,0,0,0,0,3.293651035,0.098877664,26.94104702,22.1070311,32.83208909,income,130.8708757
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,2.3,2.3,0,0,0,0,0,0,0,3.28488791,0.103015366,26.70599067,21.73355061,32.8160801,income,133.5244088
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35,2.35,2.35,0,0,0,0,0,0,0,3.275900672,0.10727149,26.46705289,21.35653308,32.80049652,income,136.1779419
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,2.4,2.4,0,0,0,0,0,0,0,3.266689323,0.111645268,26.22437502,20.97641659,32.78528734,income,138.831475
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,2.45,2.45,0,0,0,0,0,0,0,3.25725386,0.116135977,25.97809961,20.59363209,32.77040476,income,141.4850081
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5,2.5,0,0,0,0,0,0,0,3.247594286,0.120742942,25.7283703,20.20860292,32.75580409,income,144.1385411
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,2.55,2.55,0,0,0,0,0,0,0,3.237710599,0.125465532,25.47533168,19.82174435,32.74144358,income,146.7920742
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,2.6,2.6,0,0,0,0,0,0,0,3.227602799,0.130303156,25.21912914,19.43346319,32.7272843,income,149.4456073
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.953022,2.953022,2.953022,0,0,0,0,0,0,0,3.149860144,0.167689467,23.33280112,16.68451777,32.63022734,income,168.1807185
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,-0.788433,-0.788433,-0.788433,0,0,0,0,0,0,0,0,0,0,0,0,3.427285068,0.033074591,30.79292845,28.82191067,32.89873641,minority,0.028104071
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,-0.75,-0.75,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,3.428498333,0.032296661,30.83031112,28.90183281,32.88746739,minority,0.046504223
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,-0.7,-0.7,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,3.430105619,0.031391357,30.87990409,29.00078522,32.88078132,minority,0.070442183
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,-0.65,-0.65,-0.65,0,0,0,0,0,0,0,0,0,0,0,0,3.431745551,0.03060351,30.93058656,29.09419096,32.88289357,minority,0.094380143
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,-0.6,-0.6,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,3.433418127,0.029928632,30.98236362,29.1822563,32.89351055,minority,0.118318102
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,-0.55,-0.55,-0.55,0,0,0,0,0,0,0,0,0,0,0,0,3.435123349,0.029361262,31.0352405,29.26525057,32.91228109,minority,0.142256062
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,3.436861217,0.028895063,31.08922252,29.34350096,32.93880162,minority,0.166194022
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,-0.45,-0.45,-0.45,0,0,0,0,0,0,0,0,0,0,0,0,3.438631729,0.028522964,31.14431514,29.41738427,32.97262451,minority,0.190131982
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,-0.4,-0.4,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,3.440434887,0.028237341,31.20052393,29.48731604,33.0132689,minority,0.214069942
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,-0.35,-0.35,-0.35,0,0,0,0,0,0,0,0,0,0,0,0,3.442270691,0.028030228,31.25785456,29.55373803,33.06023322,minority,0.238007902
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,-0.3,-0.3,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,3.444139139,0.027893536,31.31631286,29.61710506,33.11300848,minority,0.261945862
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,3.446040233,0.027819259,31.37590474,29.67787194,33.17109126,minority,0.285883821
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,-0.2,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,3.447973973,0.027799673,31.43663627,29.73648152,33.23399573,minority,0.309821781
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,-0.15,-0.15,-0.15,0,0,0,0,0,0,0,0,0,0,0,0,3.449940358,0.027827502,31.49851361,29.79335417,33.30126423,minority,0.333759741
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,-0.1,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,3.451939388,0.027896048,31.56154307,29.84887923,33.37247583,minority,0.357697701
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,-0.05,-0.05,-0.05,0,0,0,0,0,0,0,0,0,0,0,0,3.453971063,0.027999301,31.62573106,29.90340823,33.44725316,minority,0.381635661
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.456035384,0.028132009,31.69108415,29.95725004,33.52526728,minority,0.405573621
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,3.458132351,0.028289723,31.75760901,30.01066757,33.60624111,minority,0.42951158
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,3.460261962,0.028468825,31.82531245,30.06387581,33.68995132,minority,0.45344954
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0,0,0,0,0,0,0,0,0,0,0,0,3.462424219,0.028666532,31.8942014,30.11704094,33.77622939,minority,0.4773875
1.4,0.45,-0.670618043,-0.8047999,-0.2,-0.2989265,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3.464619121,0.028880889,31.96428294,30.17028027,33.86496165,minority,0.50132546
